numero,CSD_code,Electronic_E,Dispersion_E,Dipole_M,Metal_q,HL_Gap,HOMO_Energy,LUMO_Energy,Polarizability
85876,GARBIN,-4896.978047,-0.101133,16.1624,0.9694,0.13287,-0.25033,-0.11746,367.459479
85877,YUNGAQ,-7351.75418,-0.046813,7.5515,0.95323,0.23339,-0.22069,0.0127,175.250132
85879,RUXGUM,-3666.032057,-0.163357,9.637,1.14734,0.07366,-0.26792,-0.19426,455.735036
85880,PIGXAG,-3099.367921,-0.160509,6.3999,1.22347,0.13058,-0.14825,-0.01767,389.929423
85881,DASCIL,-8222.195576,-0.127101,8.1483,0.96915,0.19257,-0.22702,-0.03445,362.683317
85882,ARARER,-3827.955371,-0.130622,2.3032,1.17364,0.11025,-0.16116,-0.05091,412.43701
85883,BOFROF,-3179.896312,-0.073175,7.2028,1.16623,0.12743,-0.19998,-0.07255,275.36837
85884,OCIFUE,-3629.701457,-0.071253,9.9412,0.98669,0.11082,-0.21548,-0.10466,257.176618
85888,HAMJUA,-4448.050057,-0.226437,0.0003,1.17407,0.08342,-0.16643,-0.08301,654.642804
85890,HIWCUN,-7618.588308,-0.067557,7.5714,0.92675,0.13628,-0.21663,-0.08035,233.845051
85891,XIZVOU,-3290.375383,-0.049656,10.9978,0.94647,0.15615,-0.21539,-0.05924,193.315772
85892,POCVAG,-3096.430768,-0.089413,11.5415,1.08165,0.06937,-0.17326,-0.10389,299.801977
85893,EYEHOG,-3995.538872,-0.085975,9.4934,0.95135,0.13048,-0.22283,-0.09235,294.027699
85895,FEHBEC,-3205.735994,-0.132461,3.5212,1.17781,0.12383,-0.19056,-0.06673,374.366586
85896,RARTUB,-4144.153946,-0.102451,18.5852,0.95739,0.10128,-0.19573,-0.09445,395.002109
85897,FAHPEM,-3949.486396,-0.161045,11.0898,1.1445,0.11079,-0.30289,-0.1921,475.862141
85898,TECTUR,-3678.463124,-0.084646,0.0169,1.18911,0.14941,-0.227,-0.07759,299.747608
85899,VONTEA,-4553.390218,-0.195744,10.8143,1.12763,0.08323,-0.1775,-0.09427,536.528456
85900,VAQZUK,-3012.462131,-0.074096,5.1773,1.16597,0.13798,-0.20596,-0.06798,261.623665
85901,EYEZUE,-4780.058108,-0.183014,27.031,1.15308,0.03794,-0.16905,-0.13111,489.615332
85902,REZZII,-3903.587438,-0.134734,9.503,1.10457,0.07104,-0.18027,-0.10923,441.292424
85903,BOFWOK,-3069.238539,-0.06638,6.6927,1.16584,0.11228,-0.20098,-0.0887,257.653703
85904,QESXEU,-13795.21079,-0.199221,7.2228,0.97333,0.12274,-0.2023,-0.07956,521.237152
85907,CITDEQ,-3898.88723,-0.18591,6.5109,1.17801,0.107,-0.1801,-0.0731,542.270365
85908,DICMOT,-4363.64002,-0.084489,4.8741,0.87811,0.04928,-0.18513,-0.13585,309.312202
85910,OBIRUM,-3792.9599,-0.131572,5.7014,1.17171,0.13414,-0.32762,-0.19348,382.078285
85911,OBEGEJ,-3994.400019,-0.136718,11.2809,0.98843,0.1485,-0.19329,-0.04479,356.856989
85912,WEZPAU,-3391.934134,-0.024771,7.1533,0.9208,0.2341,-0.08652,0.14758,121.587734
85913,UQAMEF,-3568.525565,-0.059015,12.1345,0.96957,0.18076,-0.21511,-0.03435,216.414572
85914,INIKAT,-4480.626008,-0.145438,0.2337,0.93076,0.06237,-0.16861,-0.10624,511.36985
85915,WEHPAB,-3394.410129,-0.144804,1.4296,1.14693,0.14794,-0.19569,-0.04775,372.720137
85916,OMUVIC,-3232.973479,-0.084397,4.5211,1.17446,0.10838,-0.33263,-0.22425,287.123988
85917,PESJEF,-3945.675308,-0.094894,8.1502,1.14342,0.08198,-0.20013,-0.11815,370.993937
85918,CORZUF,-4503.004968,-0.111644,4.2757,0.87463,0.11291,-0.17436,-0.06145,389.690365
85919,XUGJAL,-3221.774272,-0.083485,4.1643,1.13909,0.10319,-0.19756,-0.09437,292.653805
85921,TUFGAD,-3793.973633,-0.158884,13.4748,1.09864,0.14027,-0.204,-0.06373,438.65744
85922,SIKVEP,-3087.271502,-0.136632,7.5358,1.13439,0.12683,-0.15232,-0.02549,355.392656
85923,ZIDGIF,-3767.985464,-0.136382,6.9569,1.19835,0.11866,-0.19551,-0.07685,437.164934
85925,ETUVEU,-3655.615703,-0.090495,9.2657,0.96094,0.13857,-0.22492,-0.08635,268.346109
85926,REYSIY,-12495.4743,-0.132119,8.8296,0.7943,0.15118,-0.17877,-0.02759,391.559683
85927,HOLTUX,-3070.443859,-0.047963,1.2847,1.19124,0.14281,-0.19781,-0.055,196.455881
85928,UPUDOA,-8530.272565,-0.133574,10.0088,0.92658,0.08985,-0.19436,-0.10451,453.624357
85929,OJIGAR,-3156.734021,-0.113331,0.0006,1.1916,0.08845,-0.14387,-0.05542,345.165846
85930,WIQSAT,-3431.522638,-0.077096,8.035,0.94563,0.17323,-0.22139,-0.04816,251.319395
85931,IHITUP,-3514.234286,-0.157808,2.4514,1.19725,0.10115,-0.18347,-0.08232,451.307961
85933,JERXOU,-3766.861145,-0.071063,11.3692,1.14919,0.11687,-0.22835,-0.11148,289.601932
85934,FELQEV,-3230.252473,-0.042126,10.282,0.95819,0.20892,-0.21491,-0.00599,173.476819
85935,MAHWIC,-3704.534845,-0.07892,11.7005,0.97559,0.09647,-0.19435,-0.09788,283.146417
85936,SEMNAZ,-3690.764252,-0.158741,0.0002,1.26447,0.08949,-0.18103,-0.09154,504.405137
85937,FEKQIV,-4509.079118,-0.174044,10.4902,0.93649,0.12359,-0.17659,-0.053,478.634413
85939,MPEZNC,-2614.668473,-0.059794,11.7211,0.89926,0.14368,-0.25708,-0.1134,214.267223
85940,VUJKES,-8878.894825,-0.098076,12.1211,0.93319,0.07574,-0.2184,-0.14266,352.785227
85942,GAMLOX,-3794.072377,-0.079233,4.2976,1.10648,0.12695,-0.18433,-0.05738,284.554123
85943,NUNYAX,-3041.614592,-0.086108,1.9113,1.16449,0.12991,-0.18544,-0.05553,290.653257
85945,RUTJEW,-6071.176442,-0.338982,13.2487,0.97001,0.09847,-0.19514,-0.09667,872.171974
85946,NEZFOO,-3787.856715,-0.213551,9.1108,1.1885,0.12394,-0.16392,-0.03998,546.108279
85948,LAKREV,-5264.305853,-0.220321,3.6732,0.97074,0.00525,-0.22055,-0.2153,610.952253
85950,XELQOU,-3546.130568,-0.128333,9.3293,1.04109,0.17755,-0.21698,-0.03943,344.204618
85951,GIQKAU,-4253.19006,-0.13201,3.3879,1.16542,0.07906,-0.18435,-0.10529,431.679659
85952,OZOQIF,-2665.248581,-0.069423,2.3946,1.17268,0.14829,-0.18237,-0.03408,234.179845
85953,YAKYUH,-4557.465243,-0.125889,2.322,0.88866,0.14486,-0.18179,-0.03693,365.099908
85954,FEKQUH,-5042.668425,-0.225839,7.6394,0.94256,0.11529,-0.16799,-0.0527,589.725515
85955,TUSTIL,-4602.466632,-0.133598,5.4919,0.87463,0.07053,-0.15752,-0.08699,415.658946
85956,CAHGEX,-3007.745518,-0.03623,8.4442,0.92738,0.23555,-0.22691,0.00864,132.706621
85957,MOZSIE,-3679.879229,-0.092058,4.1235,0.88457,0.14495,-0.19814,-0.05319,328.397283
85958,MATLEB,-2873.840474,-0.054787,11.7789,1.07814,0.10349,-0.217,-0.11351,198.382971
85959,LESGOI,-3252.611948,-0.082515,8.4315,1.04293,0.10926,-0.17649,-0.06723,266.748013
85961,IZUPAU,-4171.411076,-0.085133,2.6281,0.78975,0.15232,-0.18157,-0.02925,289.848229
85964,DIKXUR,-4476.681738,-0.229567,0.6382,1.17061,0.10528,-0.18571,-0.08043,629.776279
85965,GOYLIP,-3816.405826,-0.113375,9.3147,0.92289,0.12346,-0.22824,-0.10478,321.568511
85967,IZICUP,-4065.653738,-0.163545,4.2278,1.22726,0.14388,-0.19126,-0.04738,434.38974
85969,ONUMUG,-2889.641311,-0.105976,6.776,1.01943,0.13237,-0.14287,-0.0105,299.561801
85970,WUPWEJ,-4044.452099,-0.117929,7.0578,0.89775,0.10704,-0.20314,-0.0961,411.217975
85971,OCOFIV,-3356.060714,-0.095319,11.2793,1.03753,0.08937,-0.16443,-0.07506,289.071485
85972,JAXFEW,-4296.479476,-0.171666,3.7807,0.90128,0.09909,-0.18226,-0.08317,499.377394
85973,IXUFIS,-3403.562668,-0.052986,10.1093,0.93847,0.15338,-0.23011,-0.07673,209.531623
85977,PUWTOS,-4156.980271,-0.158761,14.1899,0.83789,0.07907,-0.18369,-0.10462,554.210699
85979,LESGEY,-3406.361673,-0.096303,8.4585,1.06661,0.10715,-0.16487,-0.05772,294.79727
85980,DENRIA,-3811.966262,-0.115682,10.1536,1.18234,0.12313,-0.18505,-0.06192,373.086747
85982,FOQSEL,-4109.789644,-0.124849,10.5575,0.96722,0.13151,-0.20124,-0.06973,393.663954
85984,SOTBUZ,-5466.384956,-0.212307,1.8382,1.21661,0.11238,-0.19493,-0.08255,533.732322
85985,HOXZAW,-3048.061931,-0.128258,4.6763,1.19249,0.10559,-0.16877,-0.06318,360.493793
85986,OTOYON,-3505.600065,-0.169385,2.3876,1.19005,0.11634,-0.1871,-0.07076,450.084508
85988,PUJSOE,-3902.809239,-0.112362,11.501,0.83629,0.07874,-0.18678,-0.10804,395.86369
85989,UWIGEN,-3633.151,-0.083756,9.7523,0.94611,0.1138,-0.19476,-0.08096,272.927963
85992,HUBBAJ,-4056.101291,-0.185815,4.3687,0.94018,0.1355,-0.17294,-0.03744,494.049892
85993,FISLEA,-9277.41183,-0.129749,12.2388,0.94494,0.11031,-0.22906,-0.11875,366.948116
85994,LASMOK,-9065.358476,-0.175206,2.5719,1.22783,0.0846,-0.17983,-0.09523,533.387159
85996,TIZFEO,-3486.741103,-0.060357,0.6402,1.02495,0.18436,-0.19554,-0.01118,226.579443
85997,RAJSOL,-3097.031977,-0.145526,2.4188,1.13346,0.14773,-0.19047,-0.04274,388.910146
85999,LAPYAD,-4215.520935,-0.147104,4.4005,0.93207,0.11061,-0.19266,-0.08205,465.995523
86000,CAJGIG,-3459.467303,-0.138726,7.0025,1.1475,0.08201,-0.26775,-0.18574,415.068871
86002,LOFYIP,-3260.127726,-0.098642,5.9633,1.11761,0.1058,-0.19369,-0.08789,350.400331
86003,PAXPIO,-2442.240797,-0.074427,5.4202,1.04118,0.19877,-0.16421,0.03456,215.581299
86004,IBUTAD,-5880.334839,-0.119495,9.5743,1.15796,0.10427,-0.19054,-0.08627,362.699699
86005,BIYZUF,-3517.035297,-0.088531,0.0219,1.2109,0.16526,-0.24875,-0.08349,323.072582
86007,VAFLIX,-3283.692228,-0.095913,6.2918,0.86592,0.21112,-0.22037,-0.00925,283.710734
86008,QUNHUE,-3571.677527,-0.085455,12.5829,1.13996,0.11419,-0.19286,-0.07867,311.874176
86009,DAYQIE,-5114.87922,-0.051282,14.2943,1.25045,0.10151,-0.30413,-0.20262,204.182238
86010,NEDXOM,-4912.094295,-0.264734,17.5657,1.326,0.09074,-0.16537,-0.07463,656.083299
86011,NECTOG,-3967.130522,-0.211602,10.1902,1.20469,0.1188,-0.08648,0.03232,550.795027
86012,CEFZUL,-2807.410742,-0.059119,7.4724,1.1639,0.10299,-0.19913,-0.09614,217.021936
86013,DASDAE,-3994.804343,-0.123517,8.1862,0.98377,0.20042,-0.23288,-0.03246,349.593593
86014,CAZQUQ,-5002.858476,-0.185796,7.3264,0.79941,0.14366,-0.17201,-0.02835,513.699601
86016,WABJEQ,-3626.526931,-0.108437,13.6002,0.83206,0.06551,-0.18362,-0.11811,378.933357
86017,MIYVEW,-3922.922186,-0.165665,6.2514,0.92246,0.08349,-0.17394,-0.09045,422.518775
86018,AZOLAD,-3224.942433,-0.087214,4.7475,1.16227,0.09006,-0.18014,-0.09008,327.028915
86019,GIYZOF,-3820.063228,-0.173549,10.0134,1.10082,0.10869,-0.15081,-0.04212,445.10252
86020,VISXUR,-2881.090396,-0.111161,8.0052,1.14242,0.15039,-0.15825,-0.00786,311.127848
86021,KUWVON,-3280.584921,-0.072821,13.6241,1.13251,0.18748,-0.18623,0.00125,225.335568
86024,MIYKOV,-4191.252342,-0.109596,0.009,1.02284,0.10908,-0.19579,-0.08671,330.280687
86025,TICPAX,-3049.577858,-0.112002,4.6146,1.07113,0.10075,-0.17568,-0.07493,300.089816
86026,RAMFOC,-3426.9419,-0.150332,1.9493,1.13111,0.11373,-0.16161,-0.04788,412.288491
86029,GIHSOG,-3139.908775,-0.147898,1.1233,1.09759,0.12,-0.17816,-0.05816,398.827707
86030,YEHLIG,-3150.026916,-0.101801,4.3167,1.13881,0.11619,-0.30833,-0.19214,326.331678
86031,VEHLUR,-3896.746481,-0.122836,10.4096,0.83763,0.07441,-0.18605,-0.11164,454.938173
86032,AQOYAI,-7525.316987,-0.364202,4.2618,1.1972,0.07451,-0.16758,-0.09307,1136.932462
86033,PAYXOE,-5823.606502,-0.421892,5.9195,1.25594,0.12036,-0.1581,-0.03774,913.980933
86035,LISYAP,-3402.81106,-0.097564,12.5395,0.83741,0.09256,-0.205,-0.11244,337.184665
86036,WUCGOQ,-4208.129732,-0.144002,20.6183,1.20254,0.13394,-0.32065,-0.18671,440.849573
86038,ICAKOO,-4278.752101,-0.169167,7.8594,1.12437,0.07337,-0.20926,-0.13589,484.164945
86039,ZEYMEV,-4039.200435,-0.152071,6.1365,1.14536,0.20049,-0.32803,-0.12754,429.672295
86041,QIWROE,-8374.108434,-0.045591,4.6982,0.94579,0.13401,-0.24862,-0.11461,206.712042
86044,PEWKIO,-5242.594593,-0.188485,8.1865,0.94088,0.0896,-0.18484,-0.09524,568.445652
86045,JASQOK,-3957.91013,-0.087223,7.9809,1.01937,0.17592,-0.20463,-0.02871,264.075815
86048,NETSIR,-3754.31675,-0.162534,4.5087,1.27497,0.13027,-0.18971,-0.05944,427.399679
86049,MUMVOH,-4896.291843,-0.205021,5.708,1.03861,0.18713,-0.19321,-0.00608,511.110889
86050,FUTCOO,-3024.785278,-0.058341,8.4642,0.82829,0.09998,-0.20687,-0.10689,221.583939
86052,MEMXIL,-3318.191695,-0.05289,13.9567,0.83055,0.09154,-0.19205,-0.10051,225.247992
86054,DAYSAY,-3315.045164,-0.06846,8.0355,1.12886,0.08029,-0.18805,-0.10776,230.044775
86055,SUSPED,-3961.503847,-0.09503,9.2678,0.92389,0.09919,-0.20284,-0.10365,348.006695
86056,UJUNAO,-3044.982683,-0.083775,6.4682,1.05336,0.21189,-0.34781,-0.13592,236.063028
86059,FEHBAY,-2893.787539,-0.09357,3.6475,1.17224,0.12399,-0.19045,-0.06646,291.303438
86060,IPOGUR,-3594.496045,-0.062647,11.7768,1.14889,0.09265,-0.20307,-0.11042,264.019515
86061,BAFSOS,-3427.078137,-0.060788,6.9822,1.01163,0.1337,-0.18646,-0.05276,213.715224
86062,ADOLOU,-4683.45512,-0.141068,5.7722,0.87673,0.07231,-0.16027,-0.08796,449.330824
86068,LODSAY,-4167.829016,-0.198193,4.0132,1.1893,0.08344,-0.16664,-0.0832,600.539608
86069,WOLSOF,-3360.433413,-0.141686,4.2542,1.26857,0.0364,-0.17151,-0.13511,418.831632
86070,TIGXOY,-4176.255201,-0.054324,10.524,1.15088,0.10208,-0.20252,-0.10044,244.031036
86071,RAZTOE,-3496.335246,-0.185794,1.1122,1.14067,0.13579,-0.20713,-0.07134,486.394668
86072,RIJHEZ,-2905.332798,-0.137411,3.3081,1.30459,0.15365,-0.15812,-0.00447,335.976871
86074,ETUCOM,-3041.947301,-0.078423,0.8523,1.18958,0.13088,-0.2022,-0.07132,282.077187
86075,ONATED,-2624.400062,-0.04689,2.3466,1.17402,0.23509,-0.22638,0.00871,174.912087
86076,WISNET,-3217.542357,-0.071487,5.2014,1.17666,0.13731,-0.20534,-0.06803,244.682936
86077,LEKCEJ,-3680.006642,-0.078545,13.7252,0.97563,0.11698,-0.20274,-0.08576,258.217547
86079,YAPQAI,-3303.767573,-0.118804,8.7613,1.16858,0.08469,-0.28337,-0.19868,354.617555
86080,ONOKUY,-3955.71744,-0.181579,5.2849,1.11104,0.07075,-0.16767,-0.09692,511.016286
86082,FADVUE,-4188.293379,-0.218398,6.0798,1.18298,0.08789,-0.1637,-0.07581,566.070887
86084,LOSCEC,-3383.747483,-0.106449,5.1871,1.1831,0.15826,-0.1895,-0.03124,321.032027
86085,NUXJAR,-4064.525933,-0.164346,15.4064,1.14286,0.13566,-0.18315,-0.04749,438.305096
86086,GELFUA,-7693.75058,-0.067154,10.7395,0.98017,0.1293,-0.186,-0.0567,237.929456
86087,NUGSOX,-4068.049235,-0.249431,7.8003,1.19893,0.1532,-0.17647,-0.02327,572.217244
86089,MIKFOD,-3222.729753,-0.148821,4.8905,1.20295,0.11254,-0.16912,-0.05658,393.137434
86090,NUJSAN,-3443.242115,-0.066464,10.5,1.14252,0.15641,-0.23631,-0.0799,242.552587
86091,AYADAG,-3637.952362,-0.084626,11.6771,0.92531,0.10822,-0.20762,-0.0994,281.33236
86092,MOHZAL,-2995.208413,-0.085931,7.2689,1.14867,0.07015,-0.1739,-0.10375,261.807809
86093,GUWGIP,-2830.649467,-0.04696,8.1431,1.19558,0.1844,-0.19136,-0.00696,195.333176
86094,LELFOZ,-2546.916458,-0.062587,1.9225,1.11282,0.09684,-0.18417,-0.08733,221.716586
86095,UVULON,-2785.91108,-0.09169,8.7087,1.14447,0.19865,-0.17855,0.0201,272.817238
86096,XACNAR,-2955.726686,-0.068681,1.3866,1.20934,0.16051,-0.19675,-0.03624,193.1104
86097,GAGZEU,-5380.523832,-0.215122,4.8736,0.80254,0.14612,-0.28125,-0.13513,595.767799
86100,ZACNOJ,-12697.82947,-0.131548,1.2113,0.78649,0.15651,-0.20273,-0.04622,366.952392
86101,YUPGUN,-5310.840276,-0.135815,4.3857,1.15478,0.07441,-0.17576,-0.10135,432.02935
86102,IVEKEB,-3534.60474,-0.181698,7.8046,1.15607,0.09524,-0.15626,-0.06102,483.593681
86103,CAFSUZ,-3034.462006,-0.136724,5.1753,1.11884,0.10843,-0.16889,-0.06046,359.636161
86105,OXUVAF,-3151.168627,-0.062214,3.0254,1.18766,0.16241,-0.20411,-0.0417,249.534117
86106,TADXOM,-3768.443418,-0.176539,2.5419,1.16115,0.13007,-0.15929,-0.02922,491.245904
86108,XIVMEX,-3307.499651,-0.122029,0.0006,1.26494,0.09312,-0.18262,-0.0895,402.233901
86110,NUGFEA,-2951.10799,-0.061638,3.1896,1.18285,0.17312,-0.19594,-0.02282,236.674252
86111,BUYBED,-2841.981235,-0.054427,20.4184,1.19271,0.02235,-0.14366,-0.12131,205.370252
86112,HEQQUR,-2955.450866,-0.064511,9.0562,1.14783,0.14639,-0.29806,-0.15167,224.797158
86113,EYIXEQ,-3465.461135,-0.09466,1.492,1.17773,0.11118,-0.18823,-0.07705,324.353743
86114,PAXPOU,-2363.651174,-0.063343,5.5007,1.04474,0.19867,-0.16488,0.03379,192.318166
86115,UGISIO,-3924.316008,-0.19245,2.4823,1.22873,0.0866,-0.17416,-0.08756,561.088575
86117,LITNIL,-3745.259472,-0.054407,9.7798,0.93061,0.18504,-0.23549,-0.05045,183.25506
86119,LEBTOC,-4338.777162,-0.07976,10.7222,0.92621,0.11263,-0.21833,-0.1057,249.176627
86120,VOPVAY,-2627.803077,-0.086922,0.7644,1.11124,0.18834,-0.19185,-0.00351,245.538881
86121,IRINED,-4614.490335,-0.284893,0.0001,1.26583,0.08704,-0.18084,-0.0938,755.017218
86123,YIGGAZ,-2861.909907,-0.061084,4.4103,1.19733,0.18492,-0.19604,-0.01112,196.531294
86124,ECAQIL,-3642.721676,-0.101734,0.0057,1.1831,0.11385,-0.19943,-0.08558,359.634083
86126,REXPES,-3747.620179,-0.085022,11.7749,0.93819,0.09483,-0.19086,-0.09603,297.39213
86127,ICATUC,-4129.439877,-0.184037,7.0569,1.03611,0.13295,-0.1752,-0.04225,517.601223
86128,EHOYIK,-3000.052792,-0.079777,2.868,1.1666,0.17871,-0.19438,-0.01567,280.876883
86130,NUFLOP,-5376.007504,-0.28742,9.5537,1.1924,0.12275,-0.20804,-0.08529,739.80812
86131,WAJJIB,-3851.451112,-0.168316,2.3744,1.07612,0.16589,-0.16739,-0.0015,462.480546
86132,OYUROR,-3898.00506,-0.035606,13.1125,0.92188,0.10422,-0.08174,0.02248,166.008551
86133,ICUCOZ,-2967.522654,-0.088843,9.3537,1.02823,0.17352,-0.30233,-0.12881,246.176957
86135,QIMRIQ,-2803.968831,-0.053804,0.0013,1.1812,0.12803,-0.20066,-0.07263,198.712992
86136,LAPHES,-3940.455884,-0.129909,5.0314,0.966,0.07938,-0.16465,-0.08527,376.634707
86137,HULDOJ,-4169.78011,-0.120273,0.091,1.15215,0.12581,-0.1741,-0.04829,388.86256
86138,GOWQUE,-3249.875164,-0.046043,9.8082,0.94014,0.13886,-0.21929,-0.08043,181.788199
86141,POKBAU,-3863.292496,-0.091274,7.6387,0.9059,0.07591,-0.21529,-0.13938,312.077197
86142,MUVJUI,-3230.224603,-0.038153,8.8925,0.96241,0.20125,-0.20909,-0.00784,173.960866
86143,MIFCEK,-3682.113137,-0.104792,8.7991,0.94604,0.10661,-0.20787,-0.10126,302.587071
86144,BUJNAX,-3889.756032,-0.108425,10.7346,0.92482,0.07775,-0.2088,-0.13105,360.995254
86145,FEXDOC,-7623.275974,-0.094971,8.4779,0.9714,0.23393,-0.22402,0.00991,242.063032
86146,NIKNAW,-4059.474474,-0.172273,0.0056,1.26898,0.08925,-0.21076,-0.12151,555.442503
86149,XOLQOE,-3916.593011,-0.131526,17.313,1.07114,0.12739,-0.30284,-0.17545,361.934306
86151,ZAXMAM,-4228.173078,-0.224074,6.3394,1.20453,0.14555,-0.2103,-0.06475,530.178168
86152,VOBVIT,-4121.464136,-0.131481,10.735,0.96746,0.17704,-0.20271,-0.02567,372.297419
86153,IZICOK,-4028.867567,-0.054367,9.3916,0.84386,0.19247,-0.20488,-0.01241,214.688449
86154,UXOMOL,-4474.409167,-0.186477,3.6032,1.17096,0.13064,-0.22655,-0.09591,603.206341
86156,OWOJEQ,-7263.537925,-0.05179,9.3777,1.15216,0.10562,-0.1956,-0.08998,231.088521
86157,PIDXEG,-8038.744304,-0.066606,14.8055,0.97622,0.11565,-0.17966,-0.06401,233.466147
86159,REPFOJ,-8187.774481,-0.114956,12.9445,0.98336,0.12134,-0.18209,-0.06075,348.864645
86160,IGOHUJ,-4902.818236,-0.158926,0.002,1.19413,0.15249,-0.22134,-0.06885,568.128681
86161,XEDFAN,-7968.853005,-0.05733,14.6535,0.92472,0.08818,-0.18851,-0.10033,220.449659
86162,FIQBIQ,-2873.499064,-0.047814,11.4961,0.89752,0.2074,-0.1943,0.0131,195.911442
86163,IZIFED,-6036.649298,-0.127328,7.4673,0.90176,0.14232,-0.1979,-0.05558,386.685922
86164,DUMLIH,-3292.464582,-0.093781,5.9585,1.12321,0.10524,-0.18718,-0.08194,316.501974
86165,IFIRIZ,-3745.201051,-0.191464,4.3079,1.17479,0.11484,-0.30906,-0.19422,496.985663
86168,SOWQON,-7712.997129,-0.076912,9.4668,0.90956,0.12404,-0.21208,-0.08804,264.014646
86170,WEVSAU,-4622.27183,-0.20892,7.1967,0.95554,0.12491,-0.20575,-0.08084,553.341064
86171,CMPYZN,-3274.355683,-0.04857,9.3357,0.95658,0.16024,-0.22622,-0.06598,200.393607
86172,POFGIB,-8182.505603,-0.062307,5.3854,0.97696,0.12434,-0.24677,-0.12243,257.074969
86173,OFUTIU,-3658.512959,-0.121703,11.7857,1.29032,0.08775,-0.17088,-0.08313,359.403717
86174,DENSIB,-3372.925659,-0.102323,6.5706,1.14932,0.10676,-0.20811,-0.10135,327.084416
86175,WIWCIP,-3635.127508,-0.123263,3.5112,1.2694,0.09652,-0.18258,-0.08606,362.438955
86177,ZUBCIK,-3380.842553,-0.078857,5.7381,1.1399,0.11875,-0.18863,-0.06988,299.166577
86179,AMIQOC,-3395.891564,-0.093193,8.14,0.98987,0.255,-0.23186,0.02314,228.90119
86180,LOSLIO,-3593.458796,-0.162076,6.8221,1.12028,0.11999,-0.30985,-0.18986,417.72649
86182,CELJEK,-3751.017954,-0.104449,10.9473,0.94248,0.17393,-0.21612,-0.04219,310.384665
86184,NUMKOX,-3783.609582,-0.165785,6.1739,1.03482,0.07807,-0.07021,0.00786,524.687602
86185,QOSQUL,-4873.43267,-0.172884,0.0019,1.26477,0.09137,-0.17975,-0.08838,594.144562
86186,XILGUU,-3301.134634,-0.094122,6.9041,1.16435,0.08768,-0.17864,-0.09096,344.399752
86188,NUXWOU,-3082.580057,-0.123909,0.9402,1.29079,0.09495,-0.18333,-0.08838,347.559474
86189,HONCAP,-7004.913263,-0.136449,5.2697,0.84655,0.10514,-0.20313,-0.09799,575.590817
86190,VEFQUU,-3084.539115,-0.079938,9.7434,0.85467,0.08735,-0.19219,-0.10484,266.753111
86191,LACPEM,-3847.186573,-0.174207,8.2135,1.31589,0.13237,-0.1709,-0.03853,452.216128
86194,NEYTES,-2941.428556,-0.059816,3.729,1.17956,0.10586,-0.17046,-0.0646,239.204381
86195,NIJWAE,-3274.68232,-0.126165,8.2228,1.15942,0.20036,-0.29868,-0.09832,311.421069
86196,GOSXET,-2647.549951,-0.086546,3.1883,1.14792,0.16899,-0.16634,0.00265,248.946434
86197,WORLEU,-2968.4873,-0.103871,7.1749,1.10088,0.14119,-0.16382,-0.02263,312.075866
86198,OGEYAC,-9766.088336,-0.026363,10.3718,0.9278,0.17036,-0.07438,0.09598,150.184767
86199,BIPFAI,-3097.638442,-0.101273,7.5544,1.07909,0.09149,-0.1742,-0.08271,304.855579
86201,MULRER,-4030.566056,-0.071764,13.7118,1.14865,0.112,-0.18178,-0.06978,260.102943
86202,POQSOD,-3858.128749,-0.150139,6.0412,1.19813,0.10378,-0.16621,-0.06243,424.350735
86203,ARUGIE,-4363.738975,-0.192257,8.0096,0.96688,0.10856,-0.21308,-0.10452,507.020469
86204,GOSMEI,-4407.560689,-0.119867,0.0022,1.15775,0.1129,-0.19614,-0.08324,416.855041
86205,HALTIX,-3690.764262,-0.158731,0.0008,1.26443,0.08953,-0.18106,-0.09153,504.405733
86206,XEYWII,-4520.412136,-0.149569,9.5135,0.97069,0.06943,-0.18253,-0.1131,469.543926
86207,EQIQEC,-4648.963108,-0.278716,0.0015,1.17509,0.08129,-0.16437,-0.08308,756.069376
86208,QETGIG,-4034.440747,-0.087607,8.2794,1.1744,0.15184,-0.21885,-0.06701,338.614643
86209,CATKOX,-3431.900526,-0.115034,12.6836,1.14501,0.15535,-0.19229,-0.03694,321.402437
86211,LEWFAV,-2886.779548,-0.077186,4.0339,1.20188,0.10641,-0.17402,-0.06761,265.365258
86213,DITCIS,-2874.436517,-0.061986,8.7207,0.85378,0.16039,-0.21365,-0.05326,221.403994
86215,JIVPIN,-3690.76423,-0.158734,0.001,1.26442,0.0895,-0.18105,-0.09155,504.405247
86217,EXUKIT,-3549.289956,-0.192732,5.0134,1.18479,0.10766,-0.17093,-0.06327,485.354151
86220,MIMLAX,-5494.706205,-0.166683,10.8124,1.11314,0.0525,-0.15242,-0.09992,531.724283
86221,LITKEG,-3534.656806,-0.157262,1.1535,1.04401,0.07394,-0.18524,-0.1113,452.561325
86222,GUFPUU,-3521.684429,-0.080907,10.1214,0.96641,0.13038,-0.19599,-0.06561,230.755819
86223,YIGDEA,-5623.348824,-0.225795,8.178,1.1736,0.10989,-0.22015,-0.11026,867.849464
86224,IWUBOR,-3953.342455,-0.18002,0.0004,1.19183,0.12779,-0.19691,-0.06912,517.265914
86226,VUXVER,-3464.965292,-0.073188,5.2618,0.95507,0.09361,-0.16121,-0.0676,261.530545
86227,VAZDIK,-3897.401993,-0.07402,0.0033,1.26114,0.06975,-0.17595,-0.1062,292.814682
